TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
107258,07/05/2023,Kashmere Gate,Kalkaji Mandir,3.46,150.37,12.54,25,Smart Card,festival
81745,16/07/2024,Rajiv Chowk,Kashmere Gate,1.31,15.73,16.14,16,Single,festival
139437,23/03/2024,  Laxmi Nagar ,AIIMS,1.94,132.89,113.93,24,Smart Card,festival
103044,11/03/2024,   dilshad garden  ,Janakpuri West,7.14,144.95,8.3,24,Tourist Card,
50802,15/04/2024,Noida City Centre,Laxmi Nagar,5.83,198.88,18.57,26,Tourist Card,weekend
20686,27/07/2023,Kashmere Gate,Pragati Maidan,4.24,36.3,99.97,19,Tourist Card,off-peak
63694,04/11/2023,Noida City Centre,Chandni Chowk,4.01,70.47,82.05,17,Single,festival
136306,22/03/2022,Rajiv Chowk,Pragati Maidan,7.31,84.32,96.46,15,Single,weekend
116303,20/07/2024,New Delhi,Hauz Khas,30.12,186.49,113.89,22,Single,
34441,02/02/2022,   Janakpuri West   ,Kalkaji Mandir,1.56,128.03,57.86,11,Single,festival
60234,27/07/2023,Jasola Vihar,Kalkaji Mandir,19.6,158.67,46.09,23,Single,off-peak
44910,10/09/2022,Noida City Centre,Central Secretariat,3.1,31.7,76.8,23,Tourist Card,weekend
124930,27/01/2024,Kalkaji Mandir,Noida City Centre,0.98,199.58,110.4,14,Tourist Card,
116677,16/07/2022, Jasola Vihar   ,Inderlok,11.9,28.53,107.67,24,Tourist Card,festival
37599,18/07/2023,Rajiv Chowk,New Delhi,5.39,132.8,99.07,11,Tourist Card,
26187,19/09/2023,Rajouri Garden,Kalkaji Mandir,13.83,194.68,60.97,21,Tourist Card,
15558,08/09/2024,Inderlok,Jasola Vihar,2.75,21.97,115.41,22,Tourist Card,
48491,18/11/2022,  Noida City Centre   ,Model Town,3.94,155.85,69.85,22,Tourist Card,maintenance
14903,26/03/2022, Dilshad Garden  ,Old Delhi,14.87,13.36,50.72,26,Tourist Card,
98166,28/01/2024,Hauz Khas,Rajiv Chowk,3.36,74.96,110.24,20,Single,off-peak
80815,01/10/2024,New Delhi,Netaji Subhash Place,4.54,46.57,108.97,25,Single,festival
68065,07/05/2023,AIIMS,Hauz Khas,2.93,196.11,84.87,22,Tourist Card,peak
7446,15/02/2024,Noida City Centre,Barakhamba Road,6.42,86.06,17.29,14,Tourist Card,
79973,21/06/2024,Inderlok,Model Town,8.21,102.16,58.97,21,Tourist Card,peak
61253,29/09/2022,Dilshad Garden,Rajouri Garden,11.81,25.26,10.45,23,Tourist Card,weekend
33771,27/10/2023,  Jasola Vihar  ,Rajiv Chowk,9.67,52.7,25.27,28,Smart Card,off-peak
15568,19/12/2022,   Hauz Khas  ,Netaji Subhash Place,6.38,180.97,28.37,10,Tourist Card,
109208,05/01/2022,Rajiv Chowk,New Delhi,2.75,61.2,86.29,10,Tourist Card,
131808,17/07/2022,Kalkaji Mandir,Kirti Nagar,1.95,131.39,81.25,25,Smart Card,
140393,08/12/2023, Hauz Khas  ,Kashmere Gate,1.05,106.3,89.23,16,Single,peak
140638,31/03/2024,Noida City Centre,Rajouri Garden,0.81,121.74,73.84,21,Tourist Card,festival
32436,10/11/2022,New Delhi,Kirti Nagar,10.71,154.57,101.7,26,Smart Card,festival
105693,03/10/2023,New Delhi,Noida City Centre,3.3,121.04,65.75,20,Single,peak
106779,10/07/2024,Noida City Centre,Noida City Centre,7.51,105.34,115.18,28,Tourist Card,weekend
100487,24/09/2024,   MANDI HOUSE  ,Netaji Subhash Place,2.69,53.17,96.74,19,Tourist Card,off-peak
27837,27/01/2022,New Delhi,Rajouri Garden,11.56,18.27,40.71,19,Tourist Card,off-peak
138202,22/05/2024,Mandi House,Inderlok,5.98,82.44,56.44,16,Tourist Card,peak
113674,13/07/2024,Central Secretariat,Laxmi Nagar,3.51,185.75,22.97,16,Tourist Card,off-peak
89754,26/07/2023,Chandni Chowk,Rajouri Garden,7.97,193.23,115.92,20,Smart Card,off-peak
31079,22/02/2024,New Delhi,Hauz Khas,4.16,29.68,58.06,25,Single,festival
88283,13/10/2023,Rajiv Chowk,Janakpuri West,1.28,160.3,41.13,19,Single,
24262,28/12/2022,Rajiv Chowk,Inderlok,7.51,196.65,107.06,17,Tourist Card,maintenance
106936,31/01/2023,Inderlok,Pragati Maidan,9.79,142.81,115.31,20,Tourist Card,peak
45734,06/02/2022,Noida City Centre,Inderlok,9.75,54.77,115.61,23,Tourist Card,weekend
66716,13/07/2024,  Jasola Vihar  ,Shivaji Park,8.17,155.11,33.72,16,Tourist Card,peak
110773,17/12/2022,Noida City Centre,AIIMS,7.08,117.93,51.36,13,Tourist Card,festival
139299,16/10/2022,   Inderlok ,Barakhamba Road,5.28,21.77,105.53,24,Tourist Card,
75650,02/12/2024,AIIMS,Model Town,8.42,69.28,24.57,18,Tourist Card,weekend
43054,18/01/2022,AIIMS,Inderlok,6.93,52.9,112.71,20,Single,off-peak
3976,17/09/2024,Kalkaji Mandir,Netaji Subhash Place,15.32,28.27,89.05,27,Smart Card,weekend
64770,15/10/2022,Janakpuri West,Jasola Vihar,4.37,39.93,100.53,23,Tourist Card,weekend
148034,03/09/2023,Mandi House,Hauz Khas,11.05,40.63,31.06,17,Tourist Card,off-peak
79070,06/09/2024,Laxmi Nagar,Central Secretariat,1.6,136.44,49.63,13,Tourist Card,weekend
84891,01/02/2022,   aiims   ,Laxmi Nagar,13.62,160.04,103.85,15,Single,peak
103274,15/07/2024,Jasola Vihar,Netaji Subhash Place,2.76,62.49,48.72,14,Smart Card,peak
76147,27/08/2022,Central Secretariat,Janakpuri West,5.9,95.95,106.9,12,Tourist Card,
118572,12/11/2022,Chandni Chowk,Kirti Nagar,7.14,150.51,39.23,20,Smart Card,festival
104273,07/04/2023,Janakpuri West,Rajouri Garden,6.74,100.4,71.42,14,Single,peak
126242,09/09/2023,Model Town,New Delhi,5.24,36.1,114.47,18,Tourist Card,off-peak
17993,21/01/2022,   Jasola Vihar ,Netaji Subhash Place,2.54,12.01,94.38,20,Tourist Card,
122958,27/12/2022,Rajiv Chowk,Netaji Subhash Place,4.76,90.26,61.4,16,Tourist Card,festival
33496,22/06/2023,   Rajouri Garden   ,Kashmere Gate,5.99,92.93,51.45,22,Single,peak
95530,12/09/2024,Janakpuri West,Rajouri Garden,2.26,82.48,43.77,25,Tourist Card,
41076,14/02/2023,Rajiv Chowk,Old Delhi,4.76,41.99,49.78,26,Tourist Card,peak
107261,17/02/2023, kashmere gate  ,Hauz Khas,1.85,81.89,14.71,32,Smart Card,maintenance
2368,04/09/2023,Mandi House,Central Secretariat,3.62,178.84,90.82,19,Tourist Card,peak
136511,01/04/2024,Laxmi Nagar,Kashmere Gate,5.53,181.3,68.79,22,Smart Card,weekend
82662,18/01/2024,New Delhi,Mandi House,1.05,139.23,64.35,20,Tourist Card,peak
1950,21/04/2023,Noida City Centre,Kashmere Gate,1.59,57.65,22.25,21,Tourist Card,weekend
95768,01/11/2024,Model Town,Pragati Maidan,26.18,46.37,13.4,14,Smart Card,weekend
145061,30/06/2024,Mandi House,Rajiv Chowk,7.43,107.52,37.95,27,Smart Card,maintenance
89749,12/07/2022,  kashmere gate ,Noida City Centre,1.47,137.84,37.03,17,Smart Card,festival
3028,04/12/2023,Kashmere Gate,Pragati Maidan,10.2,164.96,26.93,24,Smart Card,
138196,24/08/2024,AIIMS,Kalkaji Mandir,10.76,91.48,48.64,18,Tourist Card,festival
145160,13/04/2022,  New Delhi ,AIIMS,3.51,29.88,62.76,30,Single,maintenance
30005,06/10/2023,Noida City Centre,Kalkaji Mandir,13.95,82.23,56.47,18,Smart Card,weekend
148254,31/03/2024,Rajiv Chowk,Rajouri Garden,0.86,194.06,64.05,19,Smart Card,festival
105863,15/05/2023,Rajiv Chowk,Barakhamba Road,6.28,198.29,84.33,25,Smart Card,off-peak
89893,11/01/2024,Noida City Centre,Model Town,3.65,64.93,36.86,23,Single,weekend
41536,24/07/2023,Janakpuri West,Jasola Vihar,0.51,128.2,67.81,16,Single,
99802,23/04/2024,   Hauz Khas   ,Inderlok,4.31,20.04,23.33,20,Tourist Card,maintenance
146639,04/04/2023, inderlok  ,Kashmere Gate,1.24,10.45,100.4,20,Tourist Card,off-peak
27539,20/02/2023,  AIIMS  ,Punjabi Bagh,1.83,99.01,69.91,20,Tourist Card,weekend
44310,01/08/2024,Inderlok,Janakpuri West,13.28,10.32,98.02,25,Single,off-peak
7731,01/08/2023,Noida City Centre,Janakpuri West,2.25,85.46,108.55,16,Single,
134612,15/04/2022,Rajiv Chowk,Old Delhi,0.87,133.93,13.9,19,Tourist Card,
8310,11/07/2023,Rajiv Chowk,Mandi House,6.14,77.87,68.99,18,Smart Card,peak
58518,06/06/2022,Noida City Centre,Kashmere Gate,7.5,191.84,72.04,17,Tourist Card,festival
71687,02/12/2022,Rajiv Chowk,Pragati Maidan,9.65,53.37,33.77,17,Single,peak
48238,07/09/2022,Rajiv Chowk,Rajouri Garden,26.12,61.62,115.53,26,Single,weekend
107135,21/11/2024,  jasola vihar ,Rajouri Garden,5.28,42.02,42.91,22,Tourist Card,festival
46506,19/01/2022,Laxmi Nagar,Inderlok,5.65,41.6,73.87,19,Tourist Card,weekend
115420,28/02/2023,Chandni Chowk,Old Delhi,2.21,155.35,99.33,17,Single,
128050,20/03/2024,AIIMS,New Delhi,4.48,106.93,80.25,12,Tourist Card,festival
6109,03/08/2022,Mandi House,Hauz Khas,2.25,99,52.57,18,Single,weekend
24397,31/05/2022,Mandi House,Model Town,4.3,122.29,23.28,22,Tourist Card,festival
13084,08/02/2024,Kashmere Gate,AIIMS,6.69,62.09,48.47,27,Smart Card,maintenance
30487,21/02/2024,Rajouri Garden,Rajiv Chowk,2.19,153.41,7.69,17,Smart Card,peak
148540,04/08/2024,Dilshad Garden,Barakhamba Road,9.44,62.88,55.28,18,Tourist Card,off-peak
55398,18/10/2024,   LAXMI NAGAR   ,Model Town,1.69,145.24,16.18,30,Single,peak
70557,03/11/2022,Laxmi Nagar,Inderlok,4.17,187.16,71.08,17,Smart Card,
113826,14/09/2024,  AIIMS ,Noida City Centre,6.99,186.41,49.24,17,Smart Card,off-peak
61653,13/05/2023,Mandi House,AIIMS,6.31,91.02,34.1,17,Single,
107357,10/12/2024,New Delhi,AIIMS,7.14,149.35,63.95,16,Tourist Card,weekend
114631,09/10/2024,Kashmere Gate,Laxmi Nagar,1.38,182.27,35.64,18,Single,festival
113965,01/10/2022,Noida City Centre,Jasola Vihar,4.07,75.31,47.2,20,Tourist Card,off-peak
134208,31/08/2023,Mandi House,Model Town,12.41,86.11,99.64,24,Tourist Card,festival
2723,04/05/2024,Mandi House,Model Town,0.92,106.06,80.95,25,Smart Card,festival
56707,13/02/2023,Mandi House,Rajouri Garden,3.46,41.57,10.81,18,Tourist Card,festival
64986,03/09/2023,Laxmi Nagar,Barakhamba Road,7.48,50.81,102.64,23,Tourist Card,peak
121906,10/09/2023, central secretariat ,Kirti Nagar,2.93,83.8,54.45,20,Tourist Card,off-peak
107720,30/04/2023,Inderlok,Laxmi Nagar,1.1,73.98,43.61,13,Tourist Card,peak
116568,17/04/2024,Rajiv Chowk,Punjabi Bagh,4.73,156.34,35.84,15,Tourist Card,festival
12910,01/09/2024,Rajiv Chowk,Barakhamba Road,7.57,139.38,39.64,29,Single,peak
10381,13/05/2024,Hauz Khas,Kalkaji Mandir,7.06,15.97,26.79,21,Tourist Card,peak
63809,24/05/2023,AIIMS,Kashmere Gate,3.53,198.39,53.56,22,Tourist Card,off-peak
19626,14/11/2022,Rajouri Garden,New Delhi,3.92,197.96,60.14,32,Tourist Card,festival
77219,11/06/2023,Jasola Vihar,Central Secretariat,7.41,116.88,43.1,15,Tourist Card,maintenance
38807,26/01/2023,Model Town,Chandni Chowk,7.4,173.01,49.44,19,Smart Card,weekend
37593,26/12/2022,Hauz Khas,Janakpuri West,3.41,152.46,79,22,Smart Card,maintenance
141245,26/04/2023,Noida City Centre,Model Town,2.77,186.55,84.27,22,Tourist Card,
98605,29/04/2022,Noida City Centre,Rajiv Chowk,3.27,110.73,80.41,15,Smart Card,peak
55266,06/11/2022,Noida City Centre,Barakhamba Road,15.44,174.99,27.94,19,Tourist Card,festival
132110,07/04/2022,Central Secretariat,Kirti Nagar,2.01,149.83,57.63,28,Tourist Card,peak
93204,29/03/2022,Janakpuri West,Rajiv Chowk,7.85,25.08,24.68,19,Smart Card,maintenance
40515,04/04/2023,Rajiv Chowk,Mandi House,1.85,140.91,96.47,19,Tourist Card,
105130,23/02/2023,New Delhi,AIIMS,9.59,45.69,115.17,24,Single,off-peak
226,25/09/2022,Mandi House,Kashmere Gate,2.14,29.07,58.03,12,Tourist Card,peak
147080,22/03/2023,Kashmere Gate,Inderlok,5.5,79.24,67.32,14,Single,off-peak
93115,20/04/2023,AIIMS,Punjabi Bagh,4.71,35.24,92.99,22,Tourist Card,
110413,02/09/2022, Dilshad Garden ,Jasola Vihar,8.58,60.64,64.03,10,Tourist Card,
110164,02/07/2023,Central Secretariat,Barakhamba Road,1.35,136.42,66.26,20,Tourist Card,peak
94425,29/05/2023, Kashmere Gate  ,Janakpuri West,4.91,54.04,67.58,17,Tourist Card,peak
130347,15/08/2022,Kashmere Gate,Model Town,7.51,125.52,59.78,17,Single,maintenance
132378,10/03/2024,Noida City Centre,Kirti Nagar,2.63,150.26,8.76,23,Single,weekend
61065,07/03/2022,Rajiv Chowk,Laxmi Nagar,5.11,182.17,81.1,22,Smart Card,off-peak
49587,31/01/2023,Jasola Vihar,Noida City Centre,0.98,52.49,17.41,18,Tourist Card,peak
97833,19/06/2024,Rajouri Garden,Mandi House,1.39,170.64,48.1,17,Single,maintenance
98381,09/04/2022,Noida City Centre,New Delhi,3.08,125.04,19.9,11,Single,
110309,27/04/2023,AIIMS,Hauz Khas,2.27,26.2,58.32,23,Smart Card,
2386,30/09/2023,Rajiv Chowk,Pragati Maidan,5.19,34.2,89.95,18,Tourist Card,weekend
149432,17/06/2024,Noida City Centre,Janakpuri West,0.78,93.2,58.13,21,Tourist Card,festival
56675,16/01/2023, central secretariat ,Model Town,1.88,81.17,53.3,24,Single,maintenance
144597,24/12/2022, RAJIV CHOWK ,Netaji Subhash Place,3.58,185.65,15.73,19,Tourist Card,weekend
23147,31/08/2022,Noida City Centre,Kirti Nagar,1.61,82.03,88.58,15,Tourist Card,maintenance
83573,17/03/2022,Noida City Centre,Kashmere Gate,2.35,63.1,48.41,23,Tourist Card,maintenance
72814,26/09/2022,Model Town,Chandni Chowk,5.76,100.36,81.43,19,,weekend
148286,03/09/2022,New Delhi,AIIMS,1.78,192.24,48.55,16,Smart Card,peak
110010,26/01/2022,Noida City Centre,Janakpuri West,3.62,10.41,42.95,22,Smart Card,
117924,07/11/2022,   AIIMS  ,Rajouri Garden,6.41,132.17,47.64,17,Single,
144465,07/06/2022,Mandi House,Model Town,16.46,184.64,13,14,Smart Card,off-peak
129499,06/02/2024,Dilshad Garden,Punjabi Bagh,1.08,105.68,41.41,13,Smart Card,festival
145240,15/11/2024, kashmere gate  ,New Delhi,10.86,110.14,8.95,14,Tourist Card,maintenance
68318,09/01/2023,Rajiv Chowk,Pragati Maidan,1.03,75.31,82.15,24,Tourist Card,weekend
101887,06/08/2023,Jasola Vihar,Mandi House,5.54,62.97,108.93,20,Tourist Card,maintenance
126224,08/08/2024,Rajouri Garden,Janakpuri West,0.76,131.12,17.42,26,Tourist Card,festival
114612,03/06/2024, Mandi House  ,Punjabi Bagh,8.1,141.67,109.43,23,Smart Card,weekend
109313,01/07/2023,Chandni Chowk,Kirti Nagar,11.91,107.4,9.41,19,Tourist Card,festival
131264,11/05/2024,Rajiv Chowk,Rajiv Chowk,7.24,21.33,19.85,28,Single,peak
91318,06/09/2022,   CENTRAL SECRETARIAT   ,Mandi House,2.38,100.64,27.35,28,Single,
86564,19/07/2024,Rajouri Garden,AIIMS,14.8,159.04,11.8,23,Tourist Card,festival
148557,30/11/2024,AIIMS,Hauz Khas,4.18,48.18,118.45,18,Smart Card,maintenance
97347,19/07/2022,   Rajiv Chowk  ,Hauz Khas,2.5,123.59,53.52,20,Single,
149720,08/06/2024,Inderlok,Netaji Subhash Place,1.47,82.95,5.62,20,Tourist Card,weekend
148446,20/08/2022,New Delhi,Central Secretariat,1.23,28.17,82,22,Smart Card,maintenance
80061,07/06/2023,Noida City Centre,Kalkaji Mandir,16.26,175.64,92.81,15,Tourist Card,maintenance
105799,25/05/2024,Mandi House,Kalkaji Mandir,8.94,25.57,105.96,26,Tourist Card,peak
65103,30/06/2022,Central Secretariat,Laxmi Nagar,2.02,149.66,42.22,30,Single,off-peak
67380,24/04/2022,Kashmere Gate,Rajiv Chowk,0.61,30.43,110.99,24,Tourist Card,maintenance
99809,16/03/2023,Noida City Centre,Laxmi Nagar,9.3,86.02,7.28,28,Tourist Card,festival
134724,17/07/2023,Rajiv Chowk,Jasola Vihar,8.21,187.59,93.37,18,Tourist Card,
78998,12/11/2024,Noida City Centre,Rajouri Garden,0.78,157.56,9.87,15,Smart Card,festival
71148,26/05/2023, mandi house  ,New Delhi,12.24,108.35,65.36,20,Tourist Card,festival
118497,03/10/2022,New Delhi,Barakhamba Road,3.4,126.78,83.99,24,Tourist Card,off-peak
100766,03/11/2024,Inderlok,Hauz Khas,0.87,90.39,72.2,28,Tourist Card,off-peak
13283,12/11/2023,Rajiv Chowk,Central Secretariat,0.54,74.72,63.57,15,Tourist Card,peak
74971,02/09/2024,  Central Secretariat   ,AIIMS,2.13,91.64,49.17,14,Tourist Card,maintenance
71170,14/02/2023,  Chandni Chowk   ,Hauz Khas,1.39,56.34,71.93,19,Tourist Card,festival
107591,12/10/2024,Mandi House,Janakpuri West,1.91,110.5,8.03,18,Smart Card,maintenance
110389,29/08/2022,Rajiv Chowk,Pragati Maidan,4.52,14.36,36.86,21,Smart Card,maintenance
140383,26/09/2023,Kashmere Gate,Punjabi Bagh,2.04,167.43,74.61,17,Tourist Card,
86782,22/03/2022,Dilshad Garden,Laxmi Nagar,4.97,95.89,97.34,15,Single,
127447,24/05/2022,Hauz Khas,AIIMS,20.22,168.79,12.45,17,Single,peak
143010,14/06/2023,   Rajiv Chowk  ,Punjabi Bagh,3.23,17.53,72.13,20,Smart Card,off-peak
96287,29/03/2024,Inderlok,Kashmere Gate,4.56,175.84,111.03,18,Tourist Card,off-peak
138839,12/05/2022,Chandni Chowk,Kashmere Gate,1.46,106.91,72.31,21,Tourist Card,peak
105600,25/05/2022,Mandi House,Rajouri Garden,1.32,43.69,84.28,23,Single,peak
120370,29/09/2024,Rajiv Chowk,New Delhi,2.21,167.92,55.54,11,Tourist Card,festival
79591,29/05/2023,  model town   ,Pragati Maidan,3.66,117.02,58.92,23,Tourist Card,festival
14091,13/11/2024,Hauz Khas,Chandni Chowk,10.28,110.92,109.66,,Tourist Card,maintenance
79313,23/08/2022,Rajouri Garden,Netaji Subhash Place,0.52,74.27,74.42,18,Smart Card,
142010,24/09/2024,Dilshad Garden,Kirti Nagar,5.88,140.69,67.66,18,Tourist Card,weekend
108588,18/11/2023,Mandi House,Netaji Subhash Place,16.1,48.07,5.54,14,Tourist Card,off-peak
122289,02/12/2023,Chandni Chowk,Inderlok,10.46,62.76,98.14,22,Tourist Card,off-peak
2816,24/04/2024,Mandi House,Noida City Centre,3.86,98.68,102.76,19,Tourist Card,maintenance
56563,03/03/2024,   Janakpuri West  ,Old Delhi,6.85,11.05,17.35,19,Smart Card,
97983,29/03/2023,  MODEL TOWN  ,New Delhi,6.79,54.74,16.01,21,Smart Card,off-peak
47223,08/06/2023,  KALKAJI MANDIR  ,Model Town,19.16,13.24,73.52,17,Single,festival
4225,01/10/2023,Rajiv Chowk,Barakhamba Road,3,99.9,39.85,20,Tourist Card,festival
78359,16/07/2024,Rajiv Chowk,Rajouri Garden,14.73,163.25,92.97,29,Smart Card,
23022,17/05/2022,Rajiv Chowk,Kalkaji Mandir,1.61,85.34,25.21,13,Tourist Card,peak
33301,25/06/2022,Dilshad Garden,Hauz Khas,10.83,149.37,19.52,21,Single,weekend
138079,03/05/2024,Rajiv Chowk,Rajiv Chowk,0.51,189.22,98.18,25,Single,
76962,13/10/2022,Kalkaji Mandir,Punjabi Bagh,3.73,29.89,116.5,20,Tourist Card,weekend
68314,05/09/2024, Inderlok ,Laxmi Nagar,4.32,188.6,76.4,20,Tourist Card,
74087,15/06/2022,Hauz Khas,Netaji Subhash Place,8.02,29.24,93.47,16,Smart Card,peak
116720,17/08/2023,Chandni Chowk,Barakhamba Road,4.43,123.05,99.6,15,Single,peak
114263,24/07/2022,Rajouri Garden,Pragati Maidan,6.59,103.85,85.42,21,Smart Card,
143930,26/07/2024,Kalkaji Mandir,Noida City Centre,11.1,48.85,54.51,19,Tourist Card,weekend
60702,07/10/2023,Rajiv Chowk,Rajiv Chowk,10.74,58.02,63.34,19,Single,off-peak
136835,29/06/2022,   Noida City Centre   ,Hauz Khas,0.52,100.34,111.54,18,Single,weekend
121368,12/01/2022,Mandi House,Laxmi Nagar,1.61,126.18,80.25,17,Single,off-peak
4624,26/01/2024,Inderlok,Pragati Maidan,3.94,135.45,55.15,12,Tourist Card,festival
133426,05/02/2022,Noida City Centre,Noida City Centre,1.24,125.45,88.08,20,Tourist Card,
65206,28/08/2023,New Delhi,Laxmi Nagar,3.26,58.65,33.07,16,Single,weekend
75783,26/03/2022,Inderlok,Jasola Vihar,0.73,77.07,9.71,23,Tourist Card,peak
119656,22/02/2024,Dilshad Garden,Rajouri Garden,1.82,107.68,55.5,21,Tourist Card,off-peak
21568,22/08/2022,Janakpuri West,AIIMS,2.4,71.34,66.95,23,Tourist Card,maintenance
105205,26/08/2022,Mandi House,Dilshad Garden,0.91,20.6,103.7,21,Smart Card,festival
126936,04/11/2024,Noida City Centre,AIIMS,1.96,144.54,73.67,20,Smart Card,weekend
85435,28/06/2022, Rajiv Chowk   ,Kashmere Gate,1.18,63.21,50.41,21,Tourist Card,maintenance
117838,31/07/2024,   Jasola Vihar  ,Rajiv Chowk,1.6,155.29,104.21,13,Tourist Card,
71527,15/04/2024,  JASOLA VIHAR   ,Model Town,5.21,47.73,17.46,24,Tourist Card,festival
52489,24/09/2023,Noida City Centre,Barakhamba Road,2.75,10.41,52.13,26,Tourist Card,festival
25261,01/08/2023,Central Secretariat,Pragati Maidan,3.04,75.97,83.24,22,Smart Card,maintenance
25419,13/09/2023,Noida City Centre,Pragati Maidan,1.09,116.34,79.63,20,Tourist Card,off-peak
77360,12/01/2023,Noida City Centre,Noida City Centre,2.94,26.53,98.55,23,Single,
26457,07/04/2022,Noida City Centre,Central Secretariat,1.48,93.71,100.51,25,Smart Card,festival
108728,12/01/2024,New Delhi,AIIMS,0.53,76.58,12.96,14,Single,
102071,13/08/2023,Central Secretariat,Kalkaji Mandir,1.28,78.13,39.26,17,Smart Card,weekend
57347,09/09/2024,Rajiv Chowk,Chandni Chowk,10.41,78.69,9.47,19,Tourist Card,festival
70842,20/12/2023,New Delhi,Noida City Centre,1.22,61.7,91.37,12,Tourist Card,
144123,04/03/2024,Laxmi Nagar,AIIMS,5.44,32.13,66.66,17,Smart Card,off-peak
36212,25/01/2023,Noida City Centre,Laxmi Nagar,1.9,15.57,111.58,13,Tourist Card,off-peak
81970,02/03/2023,Rajiv Chowk,Central Secretariat,1.11,119.42,102.53,27,Tourist Card,peak
47664,01/04/2024,Kalkaji Mandir,Old Delhi,1.13,47.8,118.3,20,Smart Card,festival
88226,29/01/2022,Noida City Centre,Noida City Centre,11.46,142.11,86.02,25,Single,festival
130785,24/05/2022,Mandi House,Hauz Khas,5.63,129.34,109.13,16,Tourist Card,
133775,29/08/2023,Jasola Vihar,New Delhi,1.68,34.61,117.09,21,Tourist Card,
133921,16/12/2023,AIIMS,Kashmere Gate,3.68,100.17,64.01,20,Tourist Card,festival
123768,05/09/2023,Inderlok,Dilshad Garden,4.56,105.38,89.65,24,Tourist Card,weekend
17386,25/04/2024,Laxmi Nagar,Rajouri Garden,6.51,127.26,19.66,21,Smart Card,festival
130807,25/12/2024,Kalkaji Mandir,Barakhamba Road,5.77,170.97,66.27,21,Tourist Card,maintenance
111311,23/01/2024,Kashmere Gate,Noida City Centre,2.96,173.38,35.11,29,Tourist Card,
73912,08/06/2022,Noida City Centre,Model Town,21,175.18,30.53,23,Tourist Card,maintenance
89900,01/05/2022,Central Secretariat,Kashmere Gate,14.32,60.08,44.6,19,Single,off-peak
17235,23/04/2024,New Delhi,Dilshad Garden,6.28,197.74,116.1,13,Single,peak
149542,15/06/2023,Hauz Khas,Janakpuri West,4.82,153.92,29.31,21,Smart Card,weekend
112374,29/10/2022,Kalkaji Mandir,Noida City Centre,9.25,187.76,118.56,13,Single,weekend
92820,01/04/2022,Dilshad Garden,Hauz Khas,1.37,57.11,70.31,23,Tourist Card,festival
136113,23/12/2024,New Delhi,Kashmere Gate,2.16,161.12,88.52,18,Tourist Card,
45703,10/08/2023,Rajiv Chowk,Jasola Vihar,18.13,26.27,48.95,17,Single,off-peak
83681,02/06/2022, Jasola Vihar ,Laxmi Nagar,0.58,103.43,50.42,24,Single,
32432,09/10/2023,Laxmi Nagar,Old Delhi,1.15,120.77,75.89,16,Smart Card,maintenance
73847,25/06/2024,   Jasola Vihar   ,Hauz Khas,7.49,13.63,50.16,17,Smart Card,maintenance
90284,26/11/2023,   AIIMS  ,Inderlok,4.49,47.93,108.04,16,Tourist Card,maintenance
148154,07/03/2023,Rajiv Chowk,Pragati Maidan,3.58,145.5,21.67,24,Single,peak
75685,17/01/2022,New Delhi,Kirti Nagar,8.8,10.92,20.97,16,Tourist Card,festival
113947,11/03/2024,Jasola Vihar,Dilshad Garden,8.22,138.18,22.36,19,Single,maintenance
76689,23/12/2023,Rajiv Chowk,New Delhi,0.72,109.28,18.29,17,Single,
136882,23/11/2023,Mandi House,Noida City Centre,9.64,72.67,63.73,20,Single,festival
90402,10/06/2023,Rajiv Chowk,Jasola Vihar,2.39,175.61,112.24,16,Smart Card,off-peak
4442,28/06/2024,Noida City Centre,Hauz Khas,1.15,175.81,102.59,20,Tourist Card,maintenance
45635,03/05/2022,Hauz Khas,AIIMS,4.92,136.04,73.39,20,Smart Card,festival
91913,07/04/2022,Rajouri Garden,AIIMS,7.91,105.34,38.45,24,Tourist Card,weekend
115912,31/01/2024,Rajiv Chowk,Mandi House,5.34,58.78,37.45,25,Smart Card,weekend
147739,03/05/2023,New Delhi,Mandi House,9.39,34.96,104.65,18,Single,off-peak
105379,06/06/2024,Rajiv Chowk,Rajouri Garden,10.57,138.61,82.09,16,Tourist Card,peak
43539,09/04/2022,Rajiv Chowk,AIIMS,1.18,198.35,48.06,21,Tourist Card,maintenance
66310,20/09/2022,Chandni Chowk,Pragati Maidan,19.13,165.37,47.2,24,Single,weekend
11186,20/12/2024,Chandni Chowk,Kirti Nagar,1.1,113.97,27.63,14,Tourist Card,
53702,17/01/2023,Noida City Centre,AIIMS,4.67,117.05,15.04,12,Single,maintenance
121288,17/04/2022,Hauz Khas,Punjabi Bagh,10.77,122.61,99.52,13,Single,maintenance
142451,19/05/2023, JANAKPURI WEST   ,Punjabi Bagh,3.89,73.83,30.45,19,Smart Card,
23125,14/01/2022,Model Town,AIIMS,6.13,102.64,118.77,16,Tourist Card,maintenance
74236,27/09/2024,Kalkaji Mandir,Jasola Vihar,3.13,191.64,52.52,18,Tourist Card,
125399,09/09/2024,Inderlok,Kashmere Gate,4.67,115.97,114.36,19,Tourist Card,maintenance
20456,13/11/2023,  New Delhi  ,Hauz Khas,0.78,129.89,15.99,28,Tourist Card,
32343,05/11/2022,Inderlok,Old Delhi,7.93,97.89,32.46,20,Single,weekend
